"cnpj","dataReferencia","codigoCVM","codigoCVM2","codigoCVMsemDigito","dataConstituicao","nomeEmpresarial","especieControleAcionario","mesEncerraExercSocial","setorCVM","descricaoAtividade"
"00.249.786/0001-85",2023-01-01,14796,"14796","1479","1994-08-23","FORPART S.A. - EM LIQUIDAÇÃO","Privado Holding",12,"Emp. Adm. Part. - Telecomunicações","PARTICIPAÇÃO EM OUTRAS SOCIEDADES. SOCIEDADE EM LIQUIDAÇÃO DESDE 27/12/2012, MOTIVO PELO QUAL A SITUAÇÃO DO EMISSOR É NÃO OPERACIONAL."
"00.194.724/0001-13",2023-01-01,26174,"26174","2617","1994-09-14","AES Brasil Operações S.A.","Privado Holding",12,"Emp. Adm. Part. - Energia Elétrica","Geração e comercialização de energia elétrica"
"00.416.968/0001-01",2022-01-01,24406,"24406","2440","1994-09-16","BANCO INTER S.A.","Privado",12,"Bancos","Banco múltiplo com carteira de crédito, financiamento, investimento, câmbio e plataforma de produtos e serviços financeiros e não financeiros."
"00.272.185/0001-93",2023-01-01,14818,"14818","1481","1994-09-20","CIMS S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Participação no Capital de Outras Empresas"
"00.242.184/0001-04",2023-01-01,26069,"26069","2606","1994-10-05","ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.","Privado",12,"Serviços Transporte e Logística","Locação de máquinas e equipamentos pesados"
"00.257.846/0001-01",2011-01-01,15334,"15334","1533","1994-10-21","BOMBRIL HOLDING SA","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","Atividade de Holding"
"00.359.742/0001-08",2023-01-01,15423,"15423","1542","1994-12-20","ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Holding de instituições não financeiras."
"00.389.481/0001-79",2023-01-01,24880,"24880","2488","1995-01-10","LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.","Privado",12,"Emp. Adm. Part. - Serviços Transporte e Logística",""
"00.514.998/0001-42",2019-01-01,16209,"16209","1620","1995-01-25","ELETRON S.A.","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","Participação em outras sociedades."
"00.545.378/0001-70",2023-01-01,14966,"14966","1496","1995-03-09","SERRA AZUL WATER PARK SA","Privado",12,"Emp. Adm. Part. - Brinquedos e Lazer","Administração e Exploração de Parque Aquático"
"00.592.603/0001-20",2018-01-01,24244,"24244","2424","1995-03-20","MAGNESITA MINERAÇÃO S.A.","Privado",12,"Emp. Adm. Part. - Extração Mineral","Extração de outros minerais não-metálicos não especificados anteriormente"
"00.622.416/0001-41",2023-01-01,22594,"22594","2259","1995-05-19","STATKRAFT ENERGIAS RENOVAVEIS S.A.","Privado Holding",12,"Energia Elétrica","A Companhia atua no ramo de geração de energia elétrica por meio de fontes renováveis."
"00.354.053/0001-00",2019-01-01,15083,"15083","1508","1995-05-23","KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL","Privado",12,"Comércio (Atacado e Varejo)","Comércio, por atacado e varejo de, entre outros, aparelhos elétricos e eletrônicos, material óptico, fotográfico, utensílisos e aparelhos para uso em geral, acessórios do vestuário de uso comum e etc."
"00.649.881/0001-76",2015-01-01,14915,"14915","1491","1995-05-29","GTD PARTICIPACOES SA","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","A GTD é uma holding que tem por atividade a participação como acionista da EDP - Energias do Brasil S.A., que por sua vez é uma companhia que do setor de energia."
"00.644.907/0001-93",2023-01-01,18589,"18589","1858","1995-05-31","INVESTCO S.A.","Privado",12,"Energia Elétrica","Geração de Energia Elétrica"
"00.743.065/0001-27",2023-01-01,15091,"15091","1509","1995-07-21","LITEL PARTICIPACOES S.A.","Privado",12,"Emp. Adm. Part. - Extração Mineral",""
"02.560.878/0001-07",2023-01-01,26468,"26468","2646","1995-08-01","HOSPITAL ANCHIETA S.A.","Privado",12,"Serviços médicos",""
"00.864.214/0001-06",2023-01-01,15253,"15253","1525","1995-08-09","ENERGISA S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Sociedade de participações em outras empresas, predominantemente em distribuidoras de energia elétrica."
"00.924.432/0001-99",2017-01-01,15377,"15377","1537","1995-08-14","HOPI HARI SA","Privado",12,"Hospedagem e Turismo","93.21-2-00 - Parques de diversão e parques temáticos"
"00.924.429/0001-75",2023-01-01,15369,"15369","1536","1995-08-14","FERROVIA CENTRO-ATLANTICA S.A.","Privado",12,"Serviços Transporte e Logística","Serviço de Transporte Ferroviário"
"00.866.577/0001-80",2018-01-01,15261,"15261","1526","1995-08-24","SAUIPE SA","Privado",12,"Hospedagem e Turismo","DESENVOLVIMENTO DO COMPLEXO TURÍSTICO DE SAUÍPE."
"00.861.626/0001-92",2020-01-01,19577,"19577","1957","1995-10-02","CONC RODOVIA PRES. DUTRA S.A.","Privado Holding",12,"Emp. Adm. Part. - Serviços Transporte e Logística","Concessionárias de rodovias, pontes, túneis e serviços relacionados."
"00.873.894/0001-24",2023-01-01,27383,"27383","2738","1995-10-09","Lets Rent a Car S/A","Privado",12,"Serviços Transporte e Logística","Transporte de passageiros e locação de automóveis com motorista, locação de automóveis sem condutor e de outros meios de transporte não especificados anteriormente, sem condutor."
"00.897.864/0001-58",2023-01-01,15199,"15199","1519","1995-11-07","SANTA CATARINA PART INVEST SA","Estatal",12,"Emp. Adm. Part. - Intermediação Financeira","Geração de recursos para alocação em investimentos públicos no território catarinense captados pela emissão de obrigações - Adm. Pública em Geral."
"00.938.574/0001-05",2023-01-01,19208,"19208","1920","1995-11-07","CONC RIO-TERESOPOLIS S.A.","Privado",12,"Serviços Transporte e Logística","Administração, Operação e Conservação de Rodovia"
"00.974.211/0001-25",2023-01-01,24937,"24937","2493","1995-11-21","Linha Amarela S.A. - LAMSA","Privado Holding",12,"Serviços Transporte e Logística","Exploração do pedágio, operação, manutenção e exploração da via denominada Linha Amarela S.A."
"01.027.058/0001-91",2023-01-01,21733,"21733","2173","1995-11-23","CIELO S.A. -  Instituição de Pagamento","Privado",12,"Intermediação Financeira","Empresa prestadora de serviços de adquirência e meios de pagamento."
"92.692.979/0001-24",2010-01-01,15130,"15130","1513","1995-11-29","BANRISUL S.A. ADMINISTRADORA DE CONSÓRCIOS","Estatal",12,"Bancos","ADMINISTRAÇÃO DE GRUPOS DE CONSORCIOS"
"00.979.969/0001-56",2023-01-01,15717,"15717","1571","1995-12-28","CAIXA ADM DIV PUB ESTADUAL SA","Estatal",12,"Intermediação Financeira","Emitir e colocar no mercado obrigações, adquirir, alienar e dar em garantia ativos, créditos, títulos e valores mobiliários."
"01.104.937/0001-70",2023-01-01,15784,"15784","1578","1996-01-20","ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","Privado",12,"Emp. Adm. Part. - Energia Elétrica","A ELETROPAR tem por objeto social principal a participação no capital social da ELETROPAULO - Eletricidade de São Paulo S.A., concessionária de serviços pub. de energia elét., e de outras sociedades."
"01.083.200/0001-18",2023-01-01,15539,"15539","1553","1996-02-14","NEOENERGIA S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Participação em outras sociedades"
"85.041.333/0001-11",2023-01-01,15407,"15407","1540","1996-02-27","PORTO PONTA DO FELIX S/A","Privado",12,"Serviços Transporte e Logística","Obras portuárias, marítimas e Fluviais50.30-1-01 - Navegação de apoio marítimo50.30-1-02 - Navegação de apoio portuário52.11-7-99 - Depósitos de mercadorias para terceiros, exceto armazéns gerais"
"01.107.327/0001-20",2023-01-01,24660,"24660","2466","1996-03-06","BBM Logística S.A.","Privado",12,"Serviços Transporte e Logística","Prestação de serviços logísticos através de operações dedicadas e transporte de carga geral fracionada."
"01.258.943/0001-81",2019-01-01,15865,"15865","1586","1996-04-30","ITAITINGA PARTICIPACOES S.A.","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","A Companhia tem por objeto social a participação em outras sociedades, comerciais e civis, como sócia, acionista ou quotista, no país ou no exterior."
"01.258.945/0001-70",2019-01-01,15695,"15695","1569","1996-04-30","GRUCAI PARTICIPACOES S.A.","Privado Holding",12,"Emp. Adm. Part. - Serviços Transporte e Logística","A Companhia tem por objeto social a participação em outras sociedades, comerciais e civis, como sócia, acionista ou quotista, no país ou no exterior."
"01.258.944/0001-26",2023-01-01,15709,"15709","1570","1996-04-30","Rumo Malha Sul S.A.","Privado",12,"Serviços Transporte e Logística","Prestar serviço de transporte ferroviário e armazenagens de cargas."
"01.319.044/0001-41",2023-01-01,15741,"15741","1574","1996-06-01","WTC AMAZONAS SUITE HOTEL S.A.","Privado",12,"Hospedagem e Turismo","HOTELARIA E TURISMO"
"01.287.588/0001-79",2018-01-01,24414,"24414","2441","1996-06-03","DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS S.A","Privado",12,"Têxtil e Vestuário","O principal ramo de atividade da Companhia é a industrialização e a comercialização decalçados, confecções e artigos esportivos."
"01.109.184/0001-95",2012-01-01,19887,"19887","1988","1996-07-15","UNIVERSO ONLINE SA","Privado",12,"Telecomunicações","PROVEDORES DE ACESSO AS REDES DE TELECOMUNICAÇÕES"
"01.355.994/0001-21",2012-01-01,18910,"18910","1891","1996-07-22","ITA ENERGETICA S/A","Privado",12,"Energia Elétrica","Geração de enérgia elétrica"
"01.547.749/0001-16",2023-01-01,16330,"16330","1633","1996-07-30","521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Participação direta ou indireta em outras sociedades, empreendimentos e consórcios, como acionistas, sócia, quotista ou consorciada."
"01.414.107/0001-49",2015-01-01,15849,"15849","1584","1996-08-05","ENERGIPAR PARTICIPAÇÕES S.A.","Privado",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","(a) emitir debêntures simples, da espécie subordinada (i) destinadas à distribuição pública no mercado de valores mobiliários e (ii) destinadas à subscrição privada pela CNO."
"01.417.222/0001-77",2023-01-01,17949,"17949","1794","1996-08-30","MRS LOGISTICA S.A.","Privado",12,"Serviços Transporte e Logística","Serviços de Transporte Ferroviário de Cargas"
"01.425.787/0001-04",2012-01-01,20893,"20893","2089","1996-09-02","REDECARD S/A","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","captura, transmissão, processamento dos dados e liquidação das transações decorrentes do uso de cartões de crédito e/ou de débito"
"01.858.774/0001-10",2020-01-01,20133,"20133","2013","1996-10-23","BV LEASING - ARRENDAMENTO MERCANTIL S.A.","Privado",12,"Arrendamento Mercantil","Arrendamento Mercantil"
"02.724.983/0001-34",2023-01-01,19593,"19593","1959","1996-11-06","SANESALTO SANEAMENTO S.A.","Privado",12,"Saneamento, Serv. Água e Gás","Tratamento de esgoto do município de Salto-SP"
"01.545.826/0001-07",2023-01-01,16101,"16101","1610","1996-11-12","GAFISA S.A.","Estrangeiro",12,"Construção Civil, Mat. Constr. e Decoração",""
"01.599.101/0001-93",2023-01-01,25160,"25160","2516","1996-12-05","SEQUOIA LOGÍSTICA E TRANSPORTES S.A.","Privado",12,"Serviços Transporte e Logística","Logística,transporte rodoviário de cargas em geral, municipal, intermunicipal, estadual e interestadual, serviços de entrega rápida e carga e descarga, dentre outros."
"01.386.256/0001-41",2011-01-01,18988,"18988","1898","1996-12-20","VOTORANTIM FINANÇAS SA","Privado",12,"Comércio (Atacado e Varejo)","PARTICIPAÇÃO EM OUTRAS SOCIEDADES"
"01.637.895/0001-32",2023-01-01,27189,"27189","2718","1997-01-09","Votorantim Cimentos S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Fabricação, importação, exportação e comercio em geral, de cimento, cal, argamassa, gesso e das respectivas matérias-primas, fertilizantes e corretivos de solo, artefatos de cimento e seus derivados."
"01.654.604/0001-14",2017-01-01,17590,"17590","1759","1997-02-06","CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","Privado",12,"Serviços Transporte e Logística","Concessionária da Rodovia BR 290 com cobrança de pedágio"
"01.685.903/0001-16",2012-01-01,16195,"16195","1619","1997-02-18","AMERICEL SA","Privado",12,"Telecomunicações",""
"01.851.771/0001-55",2023-01-01,16284,"16284","1628","1997-04-02","524 PARTICIPACOES S.A.","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","Holding - participação em outras sociedades"
"01.772.313/0001-20",2015-01-01,16225,"16225","1622","1997-04-14","VALETRON SA","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","Participações em outras sociedades."
"01.896.779/0001-38",2023-01-01,20044,"20044","2004","1997-04-18","CSU DIGITAL S.A.","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","Terceirização em administração e processamento de meios eletrônicos de pagamento, gestão em terceirização de contact center, desenvolvimento e gestão operacional de programas de fidelidade e incentivo"
"01.608.571/0001-76",2017-01-01,16233,"16233","1623","1997-04-23","BELAPART SA","Privado Holding",12,"Emp. Adm. Part. - Crédito Imobiliário","Participação em outras sociedades."
"01.832.635/0001-18",2012-01-01,16390,"16390","1639","1997-05-12","TAM S.A.","Privado Holding",12,"Serviços Transporte e Logística","A TAM S.A. é uma sociedade holding com o objetivo específico de participar, administrar e concentrar suas participações em empresas de transporte aéreo, e atividades relacionadas."
"01.938.783/0001-11",2023-01-01,18708,"18708","1870","1997-05-14","CIA PARTICIPACOES ALIANCA DA BAHIA","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Participações em outras sociedades, na qualidade de sócia e/ou quotista e administração de bnes próprios"
"62.144.175/0001-20",2023-01-01,20567,"20567","2056","1997-05-15","BCO PINE S.A","Privado",12,"Bancos","Banco regional brasileiro, de capital aberto, que há mais de vinte e cinco anos destaca-se em financiar e assessorar grandes e médias empresas."
"01.968.293/0001-68",2023-01-01,26891,"26891","2689","1997-05-28","Eletroriver S.A.","Privado Holding",12,"Emp. Adm. Part. - Energia Elétrica","Geração, distribuição e comercialização de energia elétrica, participação em empreendimentos privados de geração e distribuição de energia elétrica, deles se tornando ou não sócia, controladora ou não"
"01.971.614/0001-83",2021-01-01,16497,"16497","1649","1997-05-30","EMPRESA NAC COM REDITO PART S.A.ENCORPAR","Privado",12,"Emp. Adm. Part. - Têxtil e Vestuário","Holding"
"01.957.772/0001-89",2023-01-01,16438,"16438","1643","1997-06-05","SUL 116 PARTICIPACOES S.A.","Privado Holding",12,"Emp. Adm. Part. - Telecomunicações","Participação em outras sociedades, comerciais ou civis, nacionais ou estrangeiras, como sócia, acionista ou quotista e a participação, como quotista, em fundos de investimento."
"02.041.460/0001-93",2023-01-01,27022,"27022","2702","1997-06-14","V. Tal - Rede Neutra de Telecomunicações S.A.","Privado",12,"Telecomunicações","O desenvolvimento, a construção e a operação de redes de telecomunicações e o fornecimento de serviços de telecomunicações e de valor adicionado."
"01.989.044/0001-59",2023-01-01,16551,"16551","1655","1997-06-16","WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","Privado",12,"Hospedagem e Turismo","HOTELARIA E TURISMO"
"01.917.705/0001-30",2018-01-01,19313,"19313","1931","1997-06-23","AES ELPA S.A.","Privado Holding",12,"Emp. Adm. Part. - Energia Elétrica","O objeto social da Companhia é a participação em outras sociedades como quotista, acionista ou membro de consórcio."
"01.917.818/0001-36",2023-01-01,23000,"23000","2300","1997-06-23","LIGHT ENERGIA S.A.","Estatal Holding",12,"Energia Elétrica",""
"02.031.413/0001-69",2023-01-01,27200,"27200","2720","1997-07-09","Petro Rio Jaguar Petróleo S.A.","Privado",12,"Petróleo e Gás","A Companhia tem como objeto social a exploração e produção de petróleo, gás natural e outros hidrocarbonetos e atividades relacionadas."
"02.062.747/0001-08",2023-01-01,16586,"16586","1658","1997-07-22","SUDESTE S.A.","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","Participação em outras sociedades."
"02.016.439/0001-38",2018-01-01,16535,"16535","1653","1997-07-28","RIO GRANDE ENERGIA SA","Privado",12,"Energia Elétrica","PRESTAÇÃO DE SERVIÇO PÚBLICO DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"
"02.016.440/0001-62",2023-01-01,16527,"16527","1652","1997-07-28","RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","Privado",12,"Energia Elétrica","Distribuição de Energia Elétrica"
"02.107.946/0001-87",2015-01-01,18678,"18678","1867","1997-07-29","TELEMAR PARTICIPAÇÕES SA","Privado",12,"Emp. Adm. Part. - Telecomunicações","Administração e Participação"
"02.105.040/0001-23",2022-01-01,18287,"18287","1828","1997-07-31","VIRGO II COMPANHIA DE SECURITIZACAO","Privado",12,"Securitização de Recebíveis","Consiste em um processo financeiro estruturado através do qual créditos são adquiridos, permitindo a emissão de valores mobiliários (CRI ou CRA) a serem negociados no mercado financeiro e de capitais."
