"cnpj","dataReferencia","codigoCVM","codigoCVM2","codigoCVMsemDigito","codB3","setorCVM","dataConstituicao","dataSituacaoRegistroCVM","nomeEmpresarial","especieControleAcionario","mesEncerraExercSocial","descricaoAtividade"
"61.065.751/0001-80",2023-01-01,"16306","16306","1630","RSID","Construção Civil, Mat. Constr. e Decoração","1985-06-27","1997-07-01","ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL","Privado",12,"Compra e venda de imóveis, desmembramento e loteamento de terrenos, incorporação imobiliária, construção de imóveis destinados à venda, e a participação em outras sociedades."
"28.573.830/0001-27",2016-01-01,"20508","20508","2050",NA,"Hospedagem e Turismo","1985-07-09","2015-06-25","TAIPE TRANCOSO EMPREENDIMENTOS S/A","Privado",12,"Desenvolvimento e Exploração de Resort em Trancoso - Porto Seguro - Bahia"
"01.468.594/0001-22",2022-01-01,"25666","25666","2566",NA,"Comunicação e Informática","1985-08-08","2021-04-06","LG Informática S.A.","Privado",12,"Licenciamento/cessão de direito de uso de programas de computador."
"90.400.888/0001-42",2023-01-01,"20532","20532","2053","SANB","Bancos","1985-08-09","2007-03-02","BCO SANTANDER (BRASIL) S.A.","Estrangeiro Holding",12,"Banco Múltiplo com Carteira Comercial"
"78.876.950/0001-71",2022-01-01,"14761","14761","1476","HGTX","Têxtil e Vestuário","1985-08-19","1995-01-26","CIA HERING","Privado",12,"Confecção de artigos do vestuário e acessórios"
"90.441.460/0001-48",2023-01-01,"22780","22780","2278","UCAS","Construção Civil, Mat. Constr. e Decoração","1985-09-02","2012-04-25","UNICASA INDÚSTRIA DE MÓVEIS S.A.","Privado",12,"Indústria, comércio, prestação de serviços, importação e exportação de produtos relacionados ao ramo de mobiliário em geral, planejado e modulado de madeira, ferro, aço, alumínio e outros materiais."
"29.950.060/0001-57",2023-01-01,"22985","22985","2298","NRTQ","Farmacêutico e Higiene","1985-12-20","2012-11-23","NORTEC QUÍMICA S.A.","Privado",12,"Química Fina, Ciências da Vida, fabricantes de Insumos Farmacêuticos Ativos - matéria-prima para a Indústria Farmacêutica"
"79.313.086/0001-62",2011-01-01,"14397","14397","1439","WISA","Metalurgia e Siderurgia","1986-05-12","2010-01-04","WIEST SA","Privado Holding",12,"Metalurgica"
"22.164.990/0001-36",2015-01-01,"22373","22373","2237",NA,"Comércio (Atacado e Varejo)","1986-06-01","2015-06-25","ELETROSOM S/A","Privado",12,"comércio atacadista e varejista de máquinas, móveis e aparelhos de uso doméstico, equipamentos eletro-eletrônicos, produtos para informática, artigos para presentes, como brinquedos e utilidades domés"
"79.430.682/0001-22",2023-01-01,"25429","25429","2542",NA,"Comércio (Atacado e Varejo)","1986-06-26","2021-01-14","FARMÁCIA E DROGARIA NISSEI S.A.","Privado",12,"Comércio varejista de produtos farmacêuticos, alimentos, cosméticos, e outros produtos, bem como o comércio atacadista de medicamentos e materiais em geral."
"22.261.473/0001-85",2023-01-01,"25178","25178","2517",NA,"Saneamento, Serv. Água e Gás","1986-07-15","2020-10-06","COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG","Estatal Holding",12,"Exploração dos serviços públicos de distribuição de gás canalizado, aquisição, armazenamento, transporte, transmissão, distribuição e comercialização de gás combustível ou de subprodutos e derivados."
"79.655.916/0001-30",2012-01-01,"15610","15610","1561",NA,"Construção Civil, Mat. Constr. e Decoração","1986-09-11","1996-06-21","CECRISA REVESTIMENTOS CERAMICOS SA","Privado",12,"Indústria e Comércio de Revestimentos Cerâmicos S/A"
"14.998.371/0001-19",2023-01-01,"21156","21156","2115",NA,"Alimentos","1986-09-11","2007-10-16","J. MACEDO S.A.","Privado",12,"Industrialização de massas alimentícias, farinhas, misturas para bolo domésticas, biscoitos, sobremesas e derivados de trigo."
"56.444.250/0001-75",2023-01-01,"14850","14850","1485",NA,"Emp. Adm. Part. - Sem Setor Principal","1986-09-16","1995-05-02","HAUSCENTER SA","Privado",12,"ALUGUEL DE IMÓVEIS"
"56.806.656/0001-50",2014-01-01,"14559","14559","1455","RHDS","Emp. Adm. Part. - Petroquímicos e Borracha","1986-12-29","1994-09-08","M&G POLIÉSTER SA","Estrangeiro Holding",12,"Participação e Administração"
"58.119.199/0001-51",2023-01-01,"20125","20125","2012","ODPV","Serviços médicos","1987-08-28","2006-06-13","ODONTOPREV S.A.","Privado",12,"Operadora de planos odontológicos"
"12.049.631/0001-84",2023-01-01,"21067","21067","2106","MDNE","Construção Civil, Mat. Constr. e Decoração","1987-08-31","2007-08-23","MOURA DUBEUX ENGENHARIA S/A","Privado",12,"Compra e venda de imóveis, locação, desmembramento ou loteamento de terrenos,incorporação imobiliária ou construção de imóveis destinados à venda, participação em outrassociedades."
"22.770.366/0001-82",2019-01-01,"14133","14133","1413","TOYB","Máquinas, Equipamentos, Veículos e Peças","1987-09-28","1993-06-21","TEC TOY S.A.","Privado",12,"Industr/Com.brinquedos, jogos eletron. e entretenimento"
"16.404.287/0001-55",2023-01-01,"13986","13986","1398","SUZB","Papel e Celulose","1987-12-08","1992-04-15","SUZANO S.A.","Privado",12,"Indústria e Comércio de Papel e Celulose"
"58.430.828/0001-60",2023-01-01,"24627","24627","2462","BLAU","Farmacêutico e Higiene","1987-12-08","2019-01-11","Blau Farmacêutica S.A.","Privado",12,"A Companhia dedica-se à fabricação, comercialização, pesquisa e desenvolvimento de medicamentos de alta complexidade."
"91.820.068/0001-72",2016-01-01,"13412","13412","1341","PTPA","Emp. Adm. Part. - Embalagens","1988-01-21","1988-11-22","ÉVORA SA","Privado",12,"Empresa de administração e participação em negócios de embalagens metálicas e plásticas, nãotecidos de polipropileno e florestamento."
"31.895.683/0001-16",2018-01-01,"21377","21377","2137",NA,"Bancos","1988-03-30","2008-03-07","BANCO INDUSTRIAL DO BRASIL","Privado",12,"Banco Múltiplo"
"80.680.093/0001-81",2023-01-01,"26786","26786","2678",NA,"Comunicação e Informática","1988-05-24","2022-05-12","Senior Sistemas S.A.","Privado",12,"Desenvolvimento de programas de computador sob encomenda, consultoria, suporte técnico, manutenção e outros serviços em tecnologia da informação."
"58.877.812/0001-08",2012-01-01,"19046","19046","1904","CPNY","Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","1988-05-25","2001-09-03","BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","Privado",12,""
"32.110.314/0001-33",2011-01-01,"14010","14010","1401",NA,"Alimentos","1988-07-28","1992-08-03","PREDILETO ALIMENTOS SA","Privado",12,"Moagem de Trigo."
"59.418.806/0001-47",2023-01-01,"25208","25208","2520","TFCO","Têxtil e Vestuário","1988-08-19","2020-10-22","TRACK & FIELD CO S.A.","Privado",12,"Atuação no varejo dos setores de vestuário, acessórios e calçados, dentre outros."
"24.962.466/0001-36",2023-01-01,"15300","15300","1530","FRRN","Serviços Transporte e Logística","1988-09-22","1995-12-27","RUMO MALHA NORTE S.A.","Privado",12,"(i) construção e exploração de sistemas de transporte ferroviário de carga, rodovias e hidrovias (ii) prestação de serviços de transporte de carga em ferrovias, rodovias e hidrovias etc."
"24.956.666/0001-86",2015-01-01,"18490","18490","1849","CLAN","Agricultura (Açúcar, Álcool e Cana)","1988-10-27","1999-11-26","CLARION S/A AGROINDUSTRIAL","Privado",12,""
"59.717.553/0001-02",2023-01-01,"26034","26034","2603","MLAS","Comunicação e Informática","1988-11-21","2021-07-20","MULTILASER INDUSTRIAL S.A.","Privado",12,"Fabricação de periféricos para equipamentos de informática"
"59.789.545/0001-71",2023-01-01,"13447","13447","1344","PPAR","Emp. Adm. Part. - Sem Setor Principal","1988-11-29","1989-03-03","POLPAR S.A.","Privado",12,"Participação em outras empresas"
"81.106.957/0001-19",2023-01-01,"27278","27278","2727",NA,"Máquinas, Equipamentos, Veículos e Peças","1989-01-11","2023-08-16","DESCARBONIZE SOLUÇÕES S.A.","Privado",12,"Fabricação de geradores fotovoltaicos."
"60.537.263/0001-66",2023-01-01,"24953","24953","2495","ALPK","Serviços Transporte e Logística","1989-04-19","2020-05-13","ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.","Privado",12,"Outras atividades de publicidade não especificadas anteriormente gestão de ativos intangíveis não-financeiros outras atividades de serviços pessoais não especificadas anteriormente."
"25.089.509/0001-83",2023-01-01,"23809","23809","2380",NA,"Saneamento, Serv. Água e Gás","1989-04-25","2015-12-21","COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","Privado",12,"Implantação, a construção de sistemas e a exploração dos serviços de água potável e de esgoto sanitário nas localidades em que detiver autorização, permissão ou concessão."
"81.243.735/0001-48",2023-01-01,"20362","20362","2036","POSI","Comunicação e Informática","1989-05-26","2006-12-06","POSITIVO TECNOLOGIA S.A.","Privado",12,"Fabricação de hardware."
"92.859.974/0001-43",2017-01-01,"23183","23183","2318","ALTS","Máquinas, Equipamentos, Veículos e Peças","1989-06-06","2013-07-02","ALTUS SISTEMAS DE AUTOMAÇÃO S.A.","Privado",12,"Desenvolvimento, fabricação e comercialização de máquinas equipamentos e componentes eletrônicos automação industrial e predial e participação no capital de outras empresas"
"32.681.371/0001-72",2023-01-01,"21202","21202","2120",NA,"Serviços Transporte e Logística","1989-07-03","2007-11-27","VIX LOGÍSTICA S.A.","Privado",12,"Transporte Rodoviário de cargas em geral, intermunicipal, interestadual e internacional transporte coletivo rodoviário, intermunicipal, interestadual e internacional de passageiros."
"35.791.391/0001-94",2023-01-01,"23302","23302","2330","QUSW","Emp. Adm. Part. - Comunicação e Informática","1989-09-06","2013-12-03","QUALITY SOFTWARE S.A.","Privado",12,"Serviços nos Setores de informática, auditoria de sistemas softwares treinamentos,desenvolvimento de sistemas de suporte técnico hardware e software em geral design gráfico e editoração eletronica."
"93.167.658/0001-73",2014-01-01,"13790","13790","1379",NA,"Comércio (Atacado e Varejo)","1989-11-24","1991-04-15","SDV ADM-DE SHOPPING CENTERS SA","Privado Holding",12,"Administração de Shopping Centers"
"81.616.807/0001-55",2023-01-01,"27219","27219","2721","EGGY","Alimentos","1989-11-28","2023-06-12","Granja Faria S.A.","Privado",12,"Produção e comercialização de pintos de um dia e de ovos férteis e comerciais, criação de frangos para corte, comércio varejista de hortifrutigranjeiros, restaurante."
"62.092.739/0001-28",2010-01-01,"20923","20923","2092",NA,"Agricultura (Açúcar, Álcool e Cana)","1989-12-29","2007-07-16","COSAN ALIMENTOS S.A.","Privado",3,"Fabricação de Açúcar, Etanol e Energia Elétrica"
"39.115.514/0001-28",2023-01-01,"17850","17850","1785",NA,"Serviços Transporte e Logística","1990-03-28","1998-10-20","RUMO MALHA OESTE S.A.","Privado",12,"Prestar serviço de transporte ferroviário de cargas e armazenagens de cargas."
"26.386.169/0001-15",2017-01-01,"15890","15890","1589",NA,"Arrendamento Mercantil","1990-06-19","1996-11-29","MERCANTIL DO BRASIL LEASING SA","Privado",12,"Arrendamento Mercantil Financeiro"
"82.120.676/0001-83",2023-01-01,"26395","26395","2639",NA,"Emp. Adm. Part. - Comércio (Atacado e Varejo)","1990-08-01","2021-11-22","ALMEIDA JUNIOR SHOPPING CENTERS S.A.","Privado",12,"Empresa full service no setor de shopping centers. Suas atividades englobam a concepção, o planejamento, o desenvolvimento e a administração de shopping centers regionais e complexos imobiliários."
"65.654.303/0001-73",2023-01-01,"14214","14214","1421",NA,"Arrendamento Mercantil","1990-09-27","1993-09-28","DIBENS LEASING S.A. - ARREND.MERCANTIL","Privado",12,"Arrendamento Mercantil"
"82.373.077/0001-71",2016-01-01,"20656","20656","2065","BEMA","Comunicação e Informática","1990-10-01","2007-04-17","BEMATECH IND COM EQUIP ELETRONICOS SA","Privado",12,"Soluções de tecnologia para o varejo, food service e hospitality."
"64.904.295/0001-03",2023-01-01,"24228","24228","2422","CAML","Alimentos","1990-11-09","2017-09-26","CAMIL ALIMENTOS S.A.","Privado Holding",2,"Industrialização e comercialização de grãos, pescados, açúcar, massas, biscoitos e café."
"05.721.735/0001-28",2021-01-01,"80047","80047","8004","WSON","Serviços Transporte e Logística","1990-12-06","2007-04-25","WILSON SONS LTD.","Estrangeiro",12,"Terminais Portuários, Rebocagem, Offshore, Logística, Agenciamento Marítimo e Estaleiros."
"93.828.986/0001-73",2023-01-01,"13854","13854","1385","MAPT","Emp. Adm. Part. - Sem Setor Principal","1991-03-01","1991-06-28","CEMEPE INVESTIMENTOS S.A.","Privado Holding",12,"HOLDING"
"36.461.242/0001-20",2013-01-01,"21172","21172","2117","AMIL","Serviços médicos","1991-05-17","2007-10-24","AMIL PARTICIPAÇÕES S/A","Privado Holding",12,"Operadora de Medicina de Grupo."
"67.203.208/0001-89",2012-01-01,"20486","20486","2048","CCIM","Construção Civil, Mat. Constr. e Decoração","1991-09-30","2007-01-29","CAMARGO CORREA DESENVOLVIMENTO IMOBILIARIO SA","Privado Holding",12,"Incorporação e Construção Imobiliária"
"67.010.660/0001-24",2023-01-01,"20451","20451","2045","RDNI","Construção Civil, Mat. Constr. e Decoração","1991-10-16","2007-01-18","RNI NEGÓCIOS IMOBILIÁRIOS S.A.","Privado",12,"(i) a compra e venda de imóveis (ii) o desmembramento ou loteamento de terrenos (iii) a incorporação imobiliária ou construção de imóveis destinados à venda (iv) a prestação de serviços a terceiros"
"67.437.434/0001-24",2018-01-01,"20389","20389","2038",NA,"Securitização de Recebíveis","1992-01-10","2006-12-15","TC SECURITIES CIA DE SECURITIZAÇÃO","Privado",12,""
"67.571.414/0001-41",2023-01-01,"20702","20702","2070","VIVR","Construção Civil, Mat. Constr. e Decoração","1992-02-06","2007-05-23","VIVER INCORPORADORA E CONSTRUTORA S.A.","Privado Holding",12,"Construção, incorporação, aquisição de créditos com lastro em ativos imobiliários, obras paradas, vendas, repasse, cobrança, assistência técnica, negociação de dívidas e processos judiciais."
"67.620.377/0001-14",2023-01-01,"20931","20931","2093","BEEF","Alimentos","1992-03-09","2007-07-18","MINERVA S.A.","Privado",12,"Líder na América do Sul na exportação de carne bovina in natura e seus derivados, e que atua também no segmento de processados."
"67.915.785/0001-01",2011-01-01,"19496","19496","1949",NA,"Factoring","1992-05-11","2003-12-22","REDFACTOR FACTORING E FOMENTO COML S/A","Privado Holding",12,"Factoring e fomento comercial"
"48.344.725/0007-19",2023-01-01,"27030","27030","2703",NA,"Farmacêutico e Higiene","1992-07-02","2022-11-30","Althaia S.A. Indústria Farmacêutica","Privado",12,"A Companhia dedica-se à industrialização, comercialização e distribuição de produtos farmacêuticos em geral."
"42.771.949/0001-35",2023-01-01,"24058","24058","2405","AALR","Serviços médicos","1992-08-05","2016-10-26","ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.","Privado",12,"Prestação de serviços de medicina diagnóstica"
"68.400.225/0001-79",2023-01-01,"26549","26549","2654",NA,"Comunicação e Informática","1992-08-25","2021-12-22","CLARANET TECHNOLOGY S.A.","Estrangeiro",6,"Prestadores de serviços de soluções de tecnologia e plataformas digitais de nova geração para comercialização entre empresas (B2B), tais como computação em nuvem, cibersegurança e dados."
"94.789.468/0001-50",2013-01-01,"18279","18279","1827","RSIP","Agricultura (Açúcar, Álcool e Cana)","1992-09-14","1999-05-27","RASIP AGRO PASTORIL SA","Privado",12,"Empresa do segmento Frutícola e Lácteo"
"89.086.144/0001-16",2023-01-01,"14109","14109","1410","RAPT","Máquinas, Equipamentos, Veículos e Peças","1992-09-16","1993-02-05","RANDON S.A. IMPLEMENTOS E PARTICIPACOES","Privado",12,"Indústria e comércio de veíc. automotores e rebocados para a movimentação e o de transporte de materiais de implem para o transp rodoviário e ferroviário e de aparelhos mecânicos, peças"
"69.720.910/0001-45",2021-01-01,"15121","15121","1512",NA,"Arrendamento Mercantil","1992-11-30","1995-11-16","CCB BRASIL ARRENDAMENTO MERCANTIL S.A.","Privado",12,"Arrendamento Mercantil"
"84.583.137/0001-06",2016-01-01,"516996","516996","51699",NA,"Extração Mineral","1993-02-16","2008-03-11","GRAMAZON GRANITOS DA AMAZÔNIA S.A.","Privado",12,"extração, comercialização e beneficiamento de granito, mármore e outras pedras ornamentais."
"36.542.025/0001-64",2023-01-01,"23817","23817","2381","BRQB","Comunicação e Informática","1993-02-26","2016-01-11","BRQ SOLUCOES EM INFORMATICA S.A.","Privado",12,"Prestação de Serviços de Transformação Digital com propósito de acelerar negócios através da inteligência e tecnologia da informação (TI)"
